motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8920|NCU07175T0	9232	3.70333	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5817|NCU04948T0	6129	3.6931	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1869|NCU08386T0	2181	3.6901	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10262|NCU06937T0	10574	3.68947	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5133|NCU00400T0	5445	3.68514	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10304|NCU09573T1	10616	3.67965	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1275|NCU16372T0	1587	3.67198	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9189|NCU04799T0	9501	3.66251	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4911|NCU00203T0	5223	3.6597	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8449|NCU01457T0	8761	3.65817	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7074|NCU05265T0	7386	3.65194	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2159|NCU10847T0	2471	3.64986	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10563|NCU06073T1	10875	3.63983	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6322|NCU06341T1	6634	3.63682	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6031|NCU06603T0	6343	3.62927	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6094|NCU07731T0	6406	3.62924	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5945|NCU06522T0	6257	3.62843	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9102|NCU04726T0	9414	3.61428	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8423|NCU01477T0	8735	3.60114	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1111|NCU02532T0	1423	3.60016	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6762|NCU16845T0	7074	3.5812	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10562|NCU06073T0	10874	3.57706	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6818|NCU07283T0	7130	3.57065	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3234|NCU03433T0	3546	3.5692	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8744|NCU08926T0	9056	3.56197	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6323|NCU06341T0	6635	3.55676	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10471|NCU06156T0	10783	3.54821	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7569|NCU03584T0	7881	3.54433	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10351|NCU09415T0	10663	3.54191	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10554|NCU06077T0	10866	3.5367	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10554|NCU06077T0	676	3.5367	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6906|NCU07004T0	7218	3.53093	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9482|NCU03858T0	9794	3.52823	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6087|NCU09728T0	6399	3.51205	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6087|NCU09728T0	373	3.51205	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6226|NCU08292T0	6538	3.48209	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1112|NCU02532T1	1424	3.48185	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2417|NCU00711T0	2729	3.47851	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6483|NCU04438T0	6795	3.47756	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7503|NCU11109T0	7815	3.47472	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1450|NCU09815T0	1762	3.47387	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4474|NCU06439T0	4786	3.47296	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9430|NCU05508T0	9742	3.47128	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10714|NCU02383T0	11026	3.46866	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1558|NCU03111T0	1870	3.46237	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5480|NCU08560T0	5792	3.45843	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7468|NCU04645T0	7780	3.45125	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7468|NCU04645T0	466	3.45125	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1656|NCU03195T0	1968	3.44579	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1656|NCU03195T0	99	3.44579	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8919|NCU07175T1	9231	3.44059	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1344|NCU02736T1	1656	3.43728	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3897|NCU01498T0	4209	3.43105	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10553|NCU06078T0	10865	3.43078	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3628|NCU01796T0	3940	3.42543	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3317|NCU03351T0	3629	3.42312	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6617|NCU07985T0	6929	3.4194	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2969|NCU09241T0	3281	3.41773	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9326|NCU05599T0	9638	3.40435	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3173|NCU03495T0	3485	3.40003	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4521|NCU16634T0	4833	3.39398	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7560|NCU04566T0	7872	3.39265	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9434|NCU05505T0	9746	3.38742	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5418|NCU08227T1	5730	3.37907	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1441|NCU09810T0	1753	3.37823	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8429|NCU01472T0	8741	3.36964	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4689|NCU00008T0	5001	3.36771	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7014|NCU05321T0	7326	3.367	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7014|NCU05321T0	438	3.367	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|669|NCU02162T0	981	3.36261	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2892|NCU02799T0	3204	3.35516	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10616|NCU06024T0	10928	3.35234	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10616|NCU06024T0	684	3.35234	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5547|NCU16713T0	5859	3.35178	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4557|NCU06174T0	4869	3.34861	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7865|NCU01036T0	8177	3.34725	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4179|NCU09492T2	4491	3.34409	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4178|NCU09492T1	4490	3.34241	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4636|NCU06244T0	4948	3.33966	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9211|NCU04816T0	9523	3.33819	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11019|NCU08187T0	11331	3.33587	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3472|NCU06839T0	3784	3.33461	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2456|NCU00675T0	2768	3.3323	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4177|NCU09492T0	4489	3.32726	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5095|NCU00368T0	5407	3.3232	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10871|NCU17251T0	11183	3.3231	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4335|NCU05720T0	4647	3.3229	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6493|NCU04428T0	6805	3.31053	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|609|NCU09076T0	921	3.30295	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3082|NCU09594T0	3394	3.30147	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6430|NCU04488T0	6742	3.27139	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1979|NCU09224T0	2291	3.27077	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1899|NCU08363T0	2211	3.27074	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2225|NCU00887T0	2537	3.26718	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7447|NCU10799T0	7759	3.26379	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11014|NCU08183T0	11326	3.26259	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|730|NCU02110T0	1042	3.2602	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4948|NCU11175T0	5260	3.25837	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10595|NCU06043T0	10907	3.25829	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1773|NCU03295T0	2085	3.25487	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2090|NCU09879T0	2402	3.25242	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8011|NCU01181T0	8323	3.25044	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7870|NCU01043T0	8182	3.24328	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1950|NCU09201T0	2262	3.2419	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9955|NCU05060T0	10267	3.24091	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3211|NCU03463T0	3523	3.2363	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7303|NCU07764T0	7615	3.23438	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7443|NCU04670T1	7755	3.23283	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5837|NCU04986T0	6149	3.23161	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7840|NCU01005T0	8152	3.23119	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8378|NCU06724T0	8690	3.22483	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9000|NCU12069T0	9312	3.21758	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1666|NCU03202T0	1978	3.21719	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6083|NCU09732T0	6395	3.21292	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1109|NCU02530T0	1421	3.20826	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11034|NCU05762T0	11346	3.1998	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4010|NCU08727T1	4322	3.18841	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4010|NCU08727T1	262	3.18841	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|640|NCU09103T0	952	3.187	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|801|NCU02051T0	1113	3.18478	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8448|NCU01458T0	8760	3.18213	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6626|NCU07993T0	6938	3.18176	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8501|NCU04102T0	8813	3.17953	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8684|NCU04281T0	8996	3.17906	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1733|NCU03264T1	2045	3.17487	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6026|NCU06597T0	6338	3.16177	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9726|NCU09866T3	10038	3.16119	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9726|NCU09866T3	636	3.16119	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11172|NCU05880T0	11484	3.15852	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9727|NCU09866T2	10039	3.15761	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9727|NCU09866T2	637	3.15761	tp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7250|NCU07814T0	7562	3.15406	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6815|NCU07286T0	7127	3.14801	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9905|NCU05112T0	10217	3.1449	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10192|NCU06880T0	10504	3.14316	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5299|NCU16688T0	5611	3.14055	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|5335|NCU07553T0	5647	3.12521	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|936|NCU01922T0	1248	3.12448	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|2324|NCU00795T0	2636	3.12436	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4732|NCU16649T0	5044	3.12145	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1732|NCU03264T0	2044	3.11821	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10397|NCU09719T0	10709	3.11708	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7473|NCU04641T0	7785	3.11624	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|11176|NCU05884T0	11488	3.10912	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9987|NCU05030T0	10299	3.1058	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7442|NCU04670T0	7754	3.10103	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6149|NCU07683T0	6461	3.09303	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8969|NCU07133T0	9281	3.0915	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|8184|NCU01344T0	8496	3.0886	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|4116|NCU09773T0	4428	3.08056	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6463|NCU04457T0	6775	3.07458	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7218|NCU16911T0	7530	3.05621	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9484|NCU03860T0	9796	3.05274	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7834|NCU01000T0	8146	3.04813	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|425|NCU10501T0	737	3.04689	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|1764|NCU16394T0	2076	3.04671	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|9568|NCU03949T0	9880	3.04581	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10042|NCU09300T1	10354	3.04562	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3973|NCU08456T1	4285	3.04114	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|725|NCU02114T0	1037	3.03898	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|3291|NCU03375T0	3603	3.03728	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6237|NCU08279T0	6549	3.03471	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|6073|NCU09741T0	6385	3.03096	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|10041|NCU09300T0	10353	3.0275	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|483|NCU08101T0	795	3.02488	fp
motif_db/JASPAR/JASPAR2022_CORE_fungi_non-redundant_v2.meme	MA0336.1	MGA 1	jgi|Neucr2|7375|NCU11046T0	7687	3.02181	fp
