gene	log2_fold_change	p_value	q_value
280_gene	1.64339207885891	0.0163609749113917	0.0753450600420328
4822_gene	0.595821267169664	0.0163580601338347	0.0753450600420328
1800_gene	-0.911777123982615	0.0163764409030095	0.0753705696751077
8134_gene	-0.637183933234824	0.0163811011699528	0.0753705696751077
1265_gene	-0.504228163392067	0.0163999733045796	0.0754238202623614
1661_gene	1.52030692371703	0.0164402723602331	0.0755755224958402
4682_gene	0.556790942036892	0.0164557403996494	0.0756128733521837
5887_gene	0.662048689226218	0.0164630312601522	0.0756128733521837
3308_gene	-0.481295956883232	0.0164889812684563	0.0756984151169381
5653_gene	-0.719130351827353	0.0165068164695577	0.0757193904948362
5710_gene	1.56753031879815	0.0165082046433971	0.0757193904948362
5851_gene	-0.551547074149633	0.01653238386692	0.0757966525646635
1394_gene	-0.592978784648074	0.0165911058790745	0.0760321455229958
10032_gene	-1.02964975907378	0.0166340287017266	0.0761950587782103
513_gene	-0.495374508852716	0.0167156839207982	0.0765042000588143
7935_gene	-0.44727461106665	0.0167163231790984	0.0765042000588143
2741_gene	0.38077966451093	0.0167507065638337	0.0766276235638147
8154_gene	-2.3865618872687	0.016763231061005	0.0766509866302769
200_gene	-0.668917833811797	0.0168498135240517	0.076996140697214
5883_gene	0.900491500479899	0.0168536162431873	0.076996140697214
4935_gene	-0.765858215022079	0.0168986679090666	0.077167845414182
882_gene	-1.81414964897582	0.016939783202416	0.0772872934277119
4068_gene	2.47024573546445	0.0169326023864942	0.0772872934277119
4394_gene	-0.540668380594735	0.016971130852511	0.0773961457325017
7204_gene	-0.90162388926607	0.017008448343267	0.0775321152092287
5634_gene	0.612295408604009	0.0170669317668562	0.0777644060311693
4475_gene	-0.589403620384221	0.0170969850378034	0.0778670089822213
8435_gene	-0.908795153875165	0.0171053986831645	0.0778710088069701
2685_gene	-0.870772813014669	0.0171239272710708	0.0779210323290383
3196_gene	0.528106688543825	0.017169170163813	0.0780925195743149
7340_gene	0.823760445022983	0.0172055145942692	0.0782233998315787
5625_gene	-0.981558226776631	0.017225584049208	0.0782802047337359
17_gene	-0.647415759063064	0.0173015162785077	0.0783839847532218
556_gene	0.763974795912616	0.0172665029805586	0.0783839847532218
3588_gene	-0.782591807002491	0.0172984571305531	0.0783839847532218
6207_gene	0.503749821769413	0.0172661205072659	0.0783839847532218
6277_gene	1.19442279248104	0.0172825212999594	0.0783839847532218
8317_gene	1.28542606825138	0.0172865444638083	0.0783839847532218
10218_gene	-0.773568452148761	0.0172736559621181	0.0783839847532218
1413_gene	1.73157665136796	0.0173200946933815	0.0784060716946635
5850_gene	-0.550719443029926	0.0173215658679037	0.0784060716946635
2902_gene	-1.47422970202589	0.0173324835795372	0.0784211406790445
2326_gene	-0.71300389749834	0.0174168841588761	0.0787685255570352
3286_gene	3.85901408327492	0.0174367551703651	0.0787914586637973
7020_gene	2.35506132928855	0.017437203983366	0.0787914586637973
9329_gene	0.54547959662048	0.0174716624717799	0.0789126573353907
4057_gene	-0.882028491073074	0.0175250632149081	0.0790847175820352
7768_gene	-0.499344786811729	0.0175228577440552	0.0790847175820352
6771_gene	-0.764438024774151	0.0176550487553522	0.0796365228449626
515_gene	0.713663280407477	0.0176875377757461	0.0797141113492491
10614_gene	0.678377838745455	0.0176876773102214	0.0797141113492491
3582_gene	0.881389466610132	0.0177576611012092	0.0799662740948145
9144_gene	0.632176550149017	0.0177591057719759	0.0799662740948145
1873_gene	-0.800924179876419	0.0177677026482526	0.079970139010036
1355_gene	-0.642138970317913	0.0178005845670596	0.0800832568201976
6031_gene	3.34423968237015	0.0178220336073152	0.0800920876492094
7674_gene	-0.602244001707521	0.017820292738035	0.0800920876492094
10690_gene	-0.677930576287301	0.0178257984897602	0.0800920876492094
9833_gene	0.691340763841388	0.0178336462767873	0.0800925252604604
1030_gene	-0.77843075717966	0.0178548815864655	0.0801182571925901
7628_gene	-0.459981176905328	0.0178537739196562	0.0801182571925901
7596_gene	-0.691587680962554	0.0179128351054532	0.0803434192620458
3696_gene	-0.613344041521647	0.0179801481348882	0.0806103474299067
939_gene	0.7763521669588	0.0180454801059252	0.08086816626827
6324_gene	-6.43751425199766	0.0181092800621928	0.081118899073559
1099_gene	-0.597758250437836	0.0181588613301024	0.0812571251729254
1685_gene	-0.821232649284109	0.0181637274191463	0.0812571251729254
6872_gene	0.784112930683903	0.0181485168020752	0.0812571251729254
9254_gene	0.598696942381889	0.0181943799671787	0.0813590318393877
4412_gene	7.91989350134808	0.0183000118053038	0.0817959870224955
3693_gene	-1.86833859346211	0.0183420318222592	0.0819129459166925
5774_gene	0.860922958514239	0.0183403621611954	0.0819129459166925
9510_gene	-0.943793432930656	0.0183716078033638	0.082009587490264
479_gene	-0.636716132171523	0.0184170843035204	0.0821518093318913
3368_gene	-0.590264345795303	0.0184212686656022	0.0821518093318913
9874_gene	-7.00076019136511	0.0184273170148369	0.0821518093318913
1104_gene	-0.586904484659556	0.018447219180225	0.0822050724486609
4671_gene	1.39156561757948	0.0184738835269562	0.082288410503261
7312_gene	-0.71627187762531	0.0185048591692819	0.0823908723202755
2541_gene	-0.502730768011271	0.0185273628110937	0.0824555414684938
1932_gene	0.536900785888758	0.018548219674347	0.082511060638228
7311_gene	-0.703603992799365	0.0185558065534393	0.082511060638228
4208_gene	-0.728148467876442	0.018583791437819	0.0825999572982457
8100_gene	0.497648749112763	0.018657327979769	0.0828911553494982
4363_gene	1.11333446913146	0.0187647079758606	0.0833323988923692
4317_gene	0.656225833478536	0.018875980673769	0.0837066060105661
4652_gene	-0.502168390728194	0.0188769445614925	0.0837066060105661
5567_gene	0.687089319780283	0.0188894721517941	0.0837066060105661
5697_gene	-0.454484356901865	0.0188880615787036	0.0837066060105661
8841_gene	-0.620918314296191	0.0188713895773212	0.0837066060105661
10145_gene	-1.24319410045104	0.018952818321072	0.0839513178439596
6614_gene	-0.682826139153327	0.0189711278277908	0.0839964160121637
3793_gene	-0.807403041064523	0.0190032791495205	0.0841027352167645
7314_gene	-0.727968854239327	0.0190212534451077	0.0841462470469789
118_gene	0.675413800613865	0.0192353181058218	0.0849840860647981
2381_gene	-1.19546106274897	0.0192320747817023	0.0849840860647981
9652_gene	1.03363328054279	0.0192329141979908	0.0849840860647981
10162_gene	-0.721262980446024	0.0192849538442956	0.0851669713790389
7344_gene	0.951530135537371	0.0193078124140817	0.0852314965771553
1285_gene	-0.466103898879332	0.0193244393240389	0.0852684696731928
1138_gene	-0.565133773173309	0.019334194702361	0.0852751037363204
7310_gene	-0.690304879529524	0.0194343386148851	0.0856436909365554
10344_gene	0.809082539166524	0.0194325294667258	0.0856436909365554
903_gene	0.691194175157295	0.0194563036935101	0.0857039396286159
9041_gene	0.531050402567651	0.0194775555228825	0.0857467501504251
10125_gene	0.713010283455681	0.0194826175104701	0.0857467501504251
8868_gene	-0.707267533269434	0.0195050880350042	0.0858091016405845
338_gene	0.879514408909058	0.0195212121511584	0.0858434920723706
871_gene	1.09173544059065	0.0195798289604352	0.0860646331251116
8053_gene	0.470914094283371	0.0195948478298052	0.086094029537928
8576_gene	1.92632773348743	0.0196553979568917	0.086323366972596
4233_gene	-0.622620396201199	0.0196916587378668	0.0864458799477977
5084_gene	1.17368492023545	0.0197281542505748	0.0865677130099446
6297_gene	-0.915362737541498	0.0197361652652825	0.0865677130099446
5941_gene	-0.561890178546378	0.0197727148185448	0.086691232471295
6119_gene	-0.796871404947087	0.0198102772311955	0.0868190860505403
3429_gene	0.648635687440396	0.019853483646302	0.0869681710000788
4451_gene	-0.608169595125086	0.0198695424551177	0.0869681710000788
4453_gene	0.572640274971089	0.0198612679388951	0.0869681710000788
10180_gene	-0.71095661435707	0.0198841506203933	0.0869952635525591
10096_gene	-0.483665765356069	0.0199131828081266	0.0870854130931785
5197_gene	-0.688019458913487	0.0199229570862493	0.0870913022543572
880_gene	-0.615569836232486	0.0199770248713921	0.0872907293957573
3754_gene	-0.639587245695383	0.0200345499730444	0.0875050885128658
3818_gene	0.626655754372886	0.0200585916940419	0.0875361007458735
8206_gene	0.889126097200169	0.0200531719415496	0.0875361007458735
10642_gene	0.992372116322771	0.0200677532756606	0.0875391145422866
5443_gene	-0.440320485350838	0.0200911402618393	0.08756720517328
7313_gene	-0.738800945716734	0.0200869573309285	0.08756720517328
1410_gene	-0.542309009828136	0.0201288628290201	0.0876671711060258
7946_gene	-0.689789748593682	0.0201310428715501	0.0876671711060258
6684_gene	0.586953218503392	0.0201414905124227	0.0876757215481785
9468_gene	0.903414281773872	0.0202350850344001	0.0880460499981012
1011_gene	-0.508573896288802	0.0202438373231391	0.0880470601419696
6495_gene	-0.864834987732869	0.0202974338338134	0.0882430295492754
10181_gene	-0.696363525292346	0.0203717820765837	0.0885290142890731
9246_gene	-0.715820318437578	0.0204173303946534	0.0886896562834586
1751_gene	-0.711706033129573	0.0204968898437583	0.0889604618418302
4364_gene	0.780511758362253	0.020491018023921	0.0889604618418302
4361_gene	0.560346781487962	0.0205139898277818	0.0889973009573034
4608_gene	0.806810805816124	0.0205335805087993	0.0890199532344793
10043_gene	1.76947873284375	0.0205364397630152	0.0890199532344793
5237_gene	-0.441981566119908	0.0205608309125976	0.089088313061125
1679_gene	-0.768671522525246	0.0205780593176462	0.089125593037953
5200_gene	0.786857133958698	0.0206004309488966	0.0891851082638869
2331_gene	-0.622023572940904	0.0206106416993598	0.0891919477894407
2784_gene	5.15188714337603	0.0207012535045222	0.0894721090155357
9531_gene	0.7139038123939	0.0206934807843833	0.0894721090155357
10277_gene	-0.693652816656816	0.0207013559760157	0.0894721090155357
225_gene	1.45531644359162	0.0207750283662515	0.0897529862612221
7606_gene	-0.631639607881198	0.0208020695857095	0.0898322553692948
3159_gene	-0.733599483683284	0.0208469089710714	0.0899882862602558
1139_gene	-0.585866352229671	0.0208971941797426	0.0901676846152235
6682_gene	0.863823821793521	0.020908792888218	0.0901800775070305
546_gene	-0.790131525365327	0.0209433058022629	0.0902615824645849
7745_gene	-0.431811876419631	0.0209451591590937	0.0902615824645849
448_gene	-0.545582136890266	0.0209573145613917	0.0902763187484042
3670_gene	1.04438666927251	0.0210307774301861	0.0905550224848095
10405_gene	-0.705420534238753	0.021053484258497	0.0906150380371964
1080_gene	0.537468424778479	0.0211317899811077	0.0909142038571054
3168_gene	-0.683619196855249	0.0211804575924204	0.0910646361563217
7201_gene	-0.816916860514943	0.0211843802322235	0.0910646361563217
3798_gene	-0.726762357995325	0.0212038955144863	0.0910727582072739
9837_gene	-0.586874270834999	0.0211996165015319	0.0910727582072739
7819_gene	-0.496304545796591	0.0212265742309286	0.0911322883682661
10303_gene	-0.595899710988735	0.021262117308027	0.0912469768526376
781_gene	0.93494138270688	0.0212735732032998	0.091258242209589
1767_gene	-0.574187740933199	0.0213770852358991	0.0916262127033519
2943_gene	0.489121383763097	0.0213696470297777	0.0916262127033519
2666_gene	0.727808123466088	0.0214062459888802	0.0916371773194234
5886_gene	0.644452753030074	0.0213940430554948	0.0916371773194234
8643_gene	0.567171294467263	0.0214021928716476	0.0916371773194234
10351_gene	-0.655121302854844	0.0214164113579843	0.0916427308378508
9765_gene	0.765636884616537	0.0214452246679978	0.0917280429300866
2514_gene	0.641463826501766	0.0214966176214805	0.0919098247829455
8665_gene	-0.918162856046275	0.0215407037110572	0.0920602283499028
4572_gene	0.562190989834021	0.0215843324384365	0.0921843495305909
8857_gene	0.787542709722651	0.0215875871747658	0.0921843495305909
6015_gene	-0.831404721150747	0.0216133677180925	0.0922563163976738
1879_gene	-0.506520052790726	0.0216312555502085	0.0922564568121562
10686_gene	1.16733284134839	0.0216282003358277	0.0922564568121562
8505_gene	1.17618914758445	0.0216551235488447	0.0923201513010567
4099_gene	-0.560454488095369	0.0216651714544957	0.0923248997157767
8596_gene	1.05559881568893	0.0216755903498388	0.0923312245157602
2043_gene	0.527977972335457	0.0217576734351118	0.0925057868612173
4003_gene	-0.534604053419213	0.021756578254432	0.0925057868612173
4241_gene	0.63023514316511	0.0217383886475355	0.0925057868612173
9637_gene	-4.32393135146879	0.0217613284168395	0.0925057868612173
10230_gene	-0.608235910440816	0.0217282949767554	0.0925057868612173
8072_gene	0.461877753403812	0.0217823181091466	0.092556938873323
5891_gene	0.628191905459052	0.0218299393749361	0.0927211646118329
8531_gene	-0.930441713042284	0.0218441021186112	0.0927432010245393
2530_gene	0.57695535179253	0.0218634162749816	0.0927870816368211
9528_gene	-0.317466833545694	0.0218965582367022	0.092889586542726
7255_gene	-0.612150244086093	0.0220365141803262	0.0934130860790413
7331_gene	0.510027942632429	0.0220380398549161	0.0934130860790413
4056_gene	-0.853153892499665	0.0221016345273087	0.0936442358364937
681_gene	-0.521559958899991	0.0221198554721144	0.0936830272331274
465_gene	0.715381849532089	0.0221583443518823	0.0937764353641712
8142_gene	-0.654309727449494	0.0221600595277053	0.0937764353641712
1444_gene	0.449199197955576	0.0222918411822053	0.0942859806400559
9007_gene	0.659874110701425	0.0222987165361231	0.0942859806400559
9832_gene	0.678861382005056	0.0224908127385892	0.0950593287691536
7360_gene	-3.49260608360404	0.0227262467629523	0.0960151406575427
9148_gene	0.716083848319724	0.0227449570286512	0.0960549186489913
381_gene	-0.89065229542641	0.0227552897219535	0.0960592990141616
4399_gene	-0.613518775859224	0.0227695406242212	0.0960802093959585
8010_gene	0.552861177081435	0.0227973403829895	0.0961582512317607
5406_gene	-0.749895982170947	0.0228152092614083	0.0961943584281489
7199_gene	-0.403694673513982	0.0228478293573132	0.0962926054561481
6239_gene	2.47260195740351	0.0229318949714227	0.0966075020932255
514_gene	5.5358038764789	0.0229533042518124	0.0966281009408232
8214_gene	0.842248670745509	0.0229554855631625	0.0966281009408232
1987_gene	-0.462713100781768	0.0229769641314552	0.0966791316508382
2161_gene	0.874267897112101	0.0229987969377574	0.0966940939446725
4172_gene	-3.10860778048456	0.0229992338800082	0.0966940939446725
9552_gene	0.538316802012636	0.0230490015845048	0.0968639212583459
2197_gene	0.603803776318592	0.0230967758931447	0.0970252366177873
749_gene	0.458263029799393	0.0231634121099813	0.0971471999774948
1241_gene	-1.42555039719979	0.0231474101832775	0.0971471999774948
4461_gene	0.735758661174343	0.0231622402356512	0.0971471999774948
4579_gene	-2.06226096183355	0.0231599103484905	0.0971471999774948
2764_gene	2.15690217234869	0.0232624045705437	0.0975227946580115
5770_gene	1.04011590216462	0.0232762138700183	0.097541116842161
6566_gene	-0.580486362626217	0.0232863949977961	0.0975442261480441
8403_gene	-1.02820004053566	0.0232973305546406	0.0975504918766839
925_gene	-0.572702499911939	0.0233197942371649	0.09758681510618
8274_gene	0.596684410131316	0.0233248919404166	0.09758681510618
1887_gene	-0.496762710097699	0.0233587953911727	0.0976891103085306
4234_gene	-0.620040258354187	0.0233866856940239	0.0977661852597261
5773_gene	-1.22499988308467	0.0234006257129942	0.097784903403996
7389_gene	0.690306090872999	0.0234196523270934	0.0978248533339465
3350_gene	-0.448147195648278	0.0234472060465769	0.0979003746607377
718_gene	0.51324498904908	0.0236381569238752	0.0985384080884739
1822_gene	0.551539450154143	0.0236308936776826	0.0985384080884739
4260_gene	0.447125488786598	0.0236322231632907	0.0985384080884739
7027_gene	0.581517216814113	0.0236297394339548	0.0985384080884739
6351_gene	0.612503483208832	0.0236503677230626	0.0985495564718261
3173_gene	1.10615070975299	0.0236695609296606	0.0985500574726481
5620_gene	0.810535699572034	0.0236647482361289	0.0985500574726481
5621_gene	-0.505190157383098	0.02369091444532	0.0985992387748436
10097_gene	-0.676800495502754	0.0237708403551339	0.0988920548429763
9098_gene	-0.509168662390462	0.0238187927348352	0.0990516716787876
7695_gene	-0.651627033853036	0.0238680866032973	0.0992167365078336
5635_gene	-0.573911027920945	0.0238948911542541	0.099288220823507
6919_gene	0.710289832252341	0.0239334672303369	0.0993795065465848
10251_gene	0.764300650396233	0.0239360936514853	0.0993795065465848
1258_gene	0.573258447284367	0.023956555480629	0.0994245157979197
3767_gene	-0.681016154028966	0.02397164696219	0.0994472098383267
10245_gene	0.666777102084346	0.0240459165127773	0.0997152894233711
267_gene	0.500258075233289	0.0241818210079274	0.100238643520225
10363_gene	1.11827946381698	0.0242918425591191	0.100654330796286
8075_gene	-1.26972010584498	0.0243490963127148	0.100851126771781
1117_gene	-0.721928548494642	0.0244455625620495	0.101210113588229
1730_gene	1.06051853594016	0.0245077762477267	0.101399993147705
10118_gene	-0.724653629669513	0.0245110492435616	0.101399993147705
6828_gene	0.955260602585098	0.024530951728323	0.101441718751697
438_gene	-0.545883677013674	0.0245924988302066	0.101625428536542
3614_gene	-0.501401584653992	0.0246048792527992	0.101625428536542
6165_gene	-0.946533717860576	0.0245964313837949	0.101625428536542
1922_gene	1.44744229859861	0.0246543017828776	0.101748224690199
6721_gene	-0.718185931975152	0.0246487206197779	0.101748224690199
3097_gene	-0.651274402385416	0.0246889650434634	0.101850604694272
3348_gene	-0.470493423222765	0.0247070070653265	0.101884361936586
7316_gene	0.666081674273092	0.0249651917691392	0.102907974368682
9763_gene	0.594728645317905	0.0249863022854567	0.102953926562165
734_gene	-0.58041878563903	0.0250266407117129	0.103079037510897
8043_gene	-0.49057942789142	0.025062298262649	0.103184776990524
4482_gene	1.42532690215615	0.0251706954238541	0.103589791521349
2329_gene	-0.793811160358905	0.0251874224946556	0.103617366265832
7112_gene	0.680283743845872	0.0252666035944846	0.103901743551693
2397_gene	-0.441876082464835	0.0253132888998695	0.104026165546975
6843_gene	0.567449091156236	0.0253169930666385	0.104026165546975
9681_gene	-1.12152843928113	0.0253489550640553	0.10411609762796
428_gene	0.796784973439662	0.0254185153010406	0.104360324640824
8132_gene	-0.532377553250866	0.0254379650421871	0.10439870164653
10534_gene	1.23300999782497	0.0254631618995045	0.104460625275697
133_gene	1.52229087446551	0.0254794826272222	0.10448610058322
25_gene	-0.944756347255288	0.0255398231062239	0.104691999991955
847_gene	0.625427194020863	0.0255858366693835	0.104839030983905
7321_gene	-1.03084380990819	0.0256374006003623	0.105008679272352
3222_gene	-0.865944707811728	0.0257017426415744	0.105223704932858
9140_gene	-0.93756558774752	0.025710262720676	0.105223704932858
2040_gene	-0.886615141182243	0.0257948508470383	0.105496853721967
4397_gene	0.521636212937218	0.025807629786059	0.105496853721967
8687_gene	0.859092813553829	0.0257983181711849	0.105496853721967
8252_gene	0.489680665101753	0.0258248902430751	0.105525668553554
1630_gene	-0.747197777883805	0.0258816633898915	0.105674085132809
4069_gene	0.949331009629073	0.0258779050913189	0.105674085132809
6346_gene	0.845996968398104	0.0258983382357195	0.105700405737727
7197_gene	-0.60771076197794	0.025962325177172	0.105919726956532
2037_gene	-2.62123362266682	0.0260442900379315	0.106212191496442
7694_gene	-0.913481533379224	0.0260559410834475	0.10621778901631
5442_gene	0.663022786569721	0.0260973235315068	0.106344535242347
408_gene	-0.622696307385016	0.0262575183358925	0.106806985991679
1544_gene	-0.670797920477323	0.0262313288143407	0.106806985991679
3615_gene	0.498721859355417	0.0262465386618709	0.106806985991679
6144_gene	-0.62425320815142	0.0262624880399512	0.106806985991679
10509_gene	0.846281435191823	0.0262603961899235	0.106806985991679
2683_gene	-1.13479291508386	0.0263259130613903	0.107022811005668
8887_gene	0.705657551915544	0.0263522071232332	0.107087577039517
10675_gene	0.876962017224567	0.0263935763070129	0.107213528913786
837_gene	0.886987978273283	0.0265057854380655	0.107587321503424
4605_gene	-0.514917203534086	0.0265168287080726	0.107587321503424
9391_gene	-0.814264611322081	0.0265088789731989	0.107587321503424
3119_gene	-0.552662454581051	0.0265935138444436	0.107856111486845
2565_gene	-0.366558141398212	0.0266176023438591	0.107911456501153
5257_gene	1.41580630429198	0.0267134598590415	0.108257605562092
6600_gene	1.02042676152775	0.0267369752442932	0.108310428135839
2512_gene	-0.542867766905316	0.0268912546860087	0.108857193946675
10018_gene	0.64021503815039	0.0268930149163791	0.108857193946675
9333_gene	-1.42831938697523	0.0269238788366926	0.108939453366633
2754_gene	0.497180723849165	0.0269505770067459	0.109004799525523
3802_gene	-0.397730612509905	0.0269896929878461	0.10912030020986
2694_gene	-0.601245229964408	0.0270214420547089	0.109163245579891
3141_gene	-0.656174753661252	0.0270142777985706	0.109163245579891
1821_gene	0.574906097701822	0.0270746480823364	0.109335448723276
1448_gene	0.415338501037555	0.0270895696130223	0.109352973586317
6315_gene	1.02367908268368	0.0272108117549909	0.109799503583005
7810_gene	0.712298506237219	0.0273277460642831	0.110228309066472
2824_gene	1.11311809950652	0.0273444088853593	0.110252485923255
359_gene	-0.412053079092446	0.0274603343816647	0.11064045499302
5115_gene	0.892176562369419	0.0274683079191738	0.11064045499302
8375_gene	-1.30890269739178	0.0274727508720814	0.11064045499302
6735_gene	2.14818301484195	0.027503220675884	0.110720016542495
2838_gene	0.958599082676179	0.02757904095779	0.110982012950857
4235_gene	-0.61889610279475	0.0276060400776773	0.111047418514098
4486_gene	-6.81774241101167	0.0276662159906187	0.111246177450216
8979_gene	-0.592313950753538	0.0276957598777602	0.11132165794507
2913_gene	0.670009476097705	0.0277404220635301	0.111371220514576
3564_gene	0.614839014355939	0.0277301568071576	0.111371220514576
4588_gene	-0.70035887211667	0.0277267115475346	0.111371220514576
3808_gene	1.22586098188371	0.0278171899108384	0.111636054578099
8830_gene	-0.840835690493034	0.027836302535358	0.111669390683381
3144_gene	0.873130566787666	0.0278505554393217	0.111683213003473
5261_gene	-0.794828338495585	0.0279699499255135	0.11211848818086
5644_gene	0.652712222549897	0.027990931619675	0.11215908776957
2299_gene	-5.17701914011884	0.0280323317119319	0.112281440275622
1593_gene	-2.20794330021072	0.0281579247630544	0.11274060996398
5798_gene	1.09015457156721	0.0281687879743561	0.11274060996398
5184_gene	-0.501583922781018	0.0282097819782613	0.112860970562661
662_gene	0.723015122519484	0.0282521659702803	0.112986796879596
4928_gene	0.559218081159212	0.0283199870424723	0.11321421512453
6190_gene	-0.620602729117147	0.0283419376213918	0.11325815289229
6671_gene	-1.54670012386105	0.0284104604621168	0.113455262760744
7506_gene	0.523858871798554	0.0284132204397916	0.113455262760744
2585_gene	-0.551254590008438	0.028458869154637	0.113593647680193
908_gene	0.898870604313571	0.0284966440880225	0.113700509654681
6233_gene	-3.09294903559951	0.028541396768578	0.113835119338667
8821_gene	-0.716260497596244	0.0285683750291277	0.113898760629246
1216_gene	-0.726010435255592	0.0285878083935112	0.11393228381741
2979_gene	0.885455382886554	0.0286249242395298	0.114036224784619
6955_gene	-1.82627357750431	0.0286362868793781	0.114037529330055
528_gene	3.83302100236829	0.0286702285771214	0.114128714220328
3379_gene	-0.891549601341701	0.0287623932221204	0.114398642555094
4504_gene	-1.49221518631071	0.0287823176546587	0.114398642555094
4598_gene	0.348205025161159	0.0287581624140395	0.114398642555094
8642_gene	-0.572799896774259	0.0287718094135698	0.114398642555094
7463_gene	0.751707676613258	0.0288817782613684	0.114749825664352
8026_gene	-0.611697306539927	0.0288967644092046	0.114765243429946
10367_gene	1.04126818952272	0.0289987562424948	0.115126064928905
4634_gene	-1.03862666207774	0.02905215564321	0.115293769745366
101_gene	-3.08202507248757	0.0291047803695557	0.115435607198854
3123_gene	0.749829574876408	0.0291214077769898	0.115435607198854
3273_gene	-0.538726215205524	0.0291105094003642	0.115435607198854
3715_gene	-1.56249640085567	0.0291859287101348	0.11560267814892
9367_gene	0.713502559673489	0.029180759702381	0.11560267814892
1420_gene	0.612701610557153	0.0292065133202503	0.11563988837221
994_gene	0.514803134965208	0.0292191822599129	0.115645740893887
2406_gene	-0.960743356289946	0.0294158172634658	0.11637942404313
9567_gene	2.87156524972963	0.0294330635504616	0.116403091745301
2498_gene	-0.568424396351941	0.0295301510070687	0.116697736331567
4723_gene	0.662655024911979	0.0295236241990137	0.116697736331567
380_gene	0.686949143020385	0.0295469542439221	0.116719505029316
1096_gene	0.672268389225184	0.0296819463188927	0.117096289177798
5476_gene	0.560856701563132	0.0296871386773736	0.117096289177798
9051_gene	-0.592256048023172	0.0296876599231498	0.117096289177798
10428_gene	0.564948176622279	0.029673899842636	0.117096289177798
10387_gene	-0.772291769698398	0.0297210456169814	0.117183245099537
1325_gene	-2.34538698350293	0.02973554556591	0.117195700945123
6267_gene	-0.585472860970892	0.0297795755238119	0.117279776472207
7663_gene	0.561967886051631	0.0297695450262163	0.117279776472207
9433_gene	0.603641607121295	0.0298073562212583	0.117344464453517
244_gene	-0.811949826506734	0.0298725757220074	0.11755643469582
8720_gene	-0.609460488978956	0.0298867623751051	0.117567492342724
4806_gene	-0.590412914515679	0.0299054484282095	0.117596234420516
3049_gene	-0.678273281414375	0.0300440631792096	0.118061417677488
9287_gene	0.745701729052554	0.0300465965252364	0.118061417677488
4600_gene	1.37307029150896	0.0300737853606075	0.118123336342272
8038_gene	-0.645793839497165	0.0301120744457072	0.118176229301789
8069_gene	-0.663724231714766	0.030121330107587	0.118176229301789
9750_gene	-0.967876355874724	0.0301215587362988	0.118176229301789
3271_gene	-0.757918190180306	0.0301404242267003	0.11820536772627
5833_gene	-0.956063816770032	0.0301915323076042	0.118360885761298
8301_gene	0.673405918408006	0.0302225989023081	0.118437746324024
2382_gene	-0.647503149756544	0.0302613701805395	0.118544730646587
172_gene	-0.438609944356492	0.0302981630161298	0.118643886551226
9374_gene	0.627497031334632	0.0303338044323749	0.118738460228849
6971_gene	-0.699290088847539	0.0304369284538356	0.119097015767488
9656_gene	0.968383886050657	0.0304819732316508	0.119228126940151
7554_gene	-0.52708558440371	0.0305045386139846	0.119271245568262
6256_gene	-0.443529978577589	0.0306215835300276	0.119683602193383
3937_gene	0.718764452996163	0.0306558650355667	0.119772290842173
6859_gene	2.12143972670644	0.0307201807972914	0.119978211775967
1507_gene	-0.454692000554716	0.0307465211064601	0.120035719348001
8066_gene	0.736886728098284	0.0307819943871979	0.120128825527683
10681_gene	-0.642722356923795	0.0308815812389703	0.120471974527565
5553_gene	0.817547832911119	0.0309252240258995	0.120596703805149
1772_gene	-0.465872336224792	0.030950725812527	0.120650622612846
5329_gene	-2.50322441717976	0.0309680694944474	0.120672711220067
8577_gene	0.996335305707137	0.0309831378786401	0.120685920406282
9908_gene	-0.48507538422237	0.031029295369517	0.120820172701051
3434_gene	-0.453283920485987	0.0310487772736487	0.120850495045531
4554_gene	1.09988528441058	0.0310674090902654	0.120877487025152
3796_gene	-0.773144706772916	0.0311403177850394	0.121115560402934
5425_gene	1.29632393641861	0.0311627883918984	0.121157357126365
9396_gene	0.66465813273629	0.0312247248804708	0.121280919650969
10737_gene	1.88380274717299	0.0312163623356937	0.121280919650969
7103_gene	5.99058314041302	0.0312297781295945	0.121280919650969
10358_gene	-0.702214423897293	0.0312696185295114	0.121390021744542
594_gene	0.820798891856698	0.0313051865614535	0.121482462608359
9087_gene	-0.709812684909608	0.0313579599350576	0.121641575814146
6571_gene	0.842963578378513	0.0315116574097901	0.122191920327494
7137_gene	-0.51504375507221	0.0316419252187446	0.122651033462305
9722_gene	-0.885479142294485	0.031678116964095	0.122745279605159
1090_gene	0.561059926397404	0.0317277137908101	0.122891377179247
7215_gene	9.121832568996	0.0317531691708714	0.122943892923112
2305_gene	1.0680502197639	0.0317978236312912	0.122978558909342
7524_gene	-0.504134215059754	0.031777741947575	0.122978558909342
10056_gene	5.8682782083176	0.0317900759184827	0.122978558909342
1972_gene	0.756533925432695	0.0318659697799694	0.123196008868763
6935_gene	-0.456642877892368	0.03189524206823	0.123263063400557
8532_gene	-0.362128591195762	0.0319527540870772	0.123439162891909
7756_gene	2.55605708810127	0.0319774413817731	0.123488370418252
2703_gene	-0.98405178330593	0.0319932305999109	0.123503192013253
6030_gene	-0.394124437856844	0.0321074388942705	0.123897786980355
6231_gene	0.525194939501184	0.0321257740496416	0.12392226540836
8265_gene	-0.469608224041335	0.0321980084039913	0.124154559271211
6569_gene	-0.589061685835104	0.0322321246784816	0.124239752490648
