Feature Id	Aliases	start	end	score	strand	frame	proteinId	gene	log2_fold_change	p_value	q_value	NCUT	NCU
4953_gene	4953	4489966	4490149	.	-	1	4953	4953_gene	-1.56449855490305	0.000398099591443	0.0038828981858815	NCU07528T0	NCU07528
3792_gene	3792	86046	86636	.	-	0	3792	3792_gene	-1.05785450436625	0.0001588431901684	0.0018340620415648	NCU11405T0	NCU11405
5165_gene	5165	5255086	5257471	.	-	1	5165	5165_gene	-1.47433279053311	7.15289902385519e-08	2.48006473028342e-06	NCU08755T0	NCU08755
4792_gene	4792	3944577	3944613	.	-	1	4792	4792_gene	-1.62361411971604	2.1457780852923398e-11	1.5229876459122502e-09	NCU00461T0	NCU00461
4615_gene	4615	3373504	3373746	.	-	0	4615	4615_gene	-1.19642294426593	4.79057806614766e-07	1.30278509830447e-05	NCU00304T0	NCU00304
5157_gene	5157	5231620	5235072	.	+	0	5157	5157_gene	-1.51838609154453	0.0074092112945239	0.0413204476619591	NCU08763T0	NCU08763
4981_gene	4981	4613860	4614435	.	+	0	4981	4981_gene	-1.02153055095269	0.0002034726147891	0.002248956893978	NCU08195T0	NCU08195
4506_gene	4506	3009145	3009446	.	+	0	4506	4506_gene	-1.19297250971013	0.0050627098696797	0.0304528776445114	NCU00207T1	NCU00207
4910_gene	4910	4327865	4327923	.	+	0	4910	4910_gene	-1.08043349076767	4.09944996279866e-05	0.0005771623421738	NCU07567T0	NCU07567
4270_gene	4270	2178321	2178703	.	-	2	4270	4270_gene	-1.25685647982786	0.0032079799270775	0.0211964607202167	NCU06278T1	NCU06278
4784_gene	4784	3915438	3917186	.	+	0	4784	4784_gene	-1.30990776310378	5.95883177511423e-12	4.62996748601733e-10	NCU00454T0	NCU00454
4962_gene	4962	4526737	4527663	.	+	0	4962	4962_gene	-3.67012577826081	0.0014659651205529	0.0113818809585231	NCU07520T0	NCU07520
5126_gene	5126	5130163	5131035	.	-	0	5126	5126_gene	-2.39540326928252	0.0017234836792483	0.0128786529390764	NCU08785T0	NCU08785
4423_gene	4423	2737821	2737831	.	+	0	4423	4423_gene	-1.11316718511609	6.19040948747015e-06	0.0001186858843107	NCU00133T0	NCU00133
4120_gene	4120	1608161	1609076	.	-	1	4120	4120_gene	-1.78920657116153	1.65798032103548e-10	9.961377114872481e-09	NCU06490T0	NCU06490
4051_gene	4051	1390265	1391320	.	+	0	4051	4051_gene	-1.00684793748975	0.0003435860688498	0.0034505524154464	NCU06429T0	NCU06429
5143_gene	5143	5190362	5191069	.	-	0	5143	5143_gene	-1.55234647601354	0.0004619313905346	0.0043634360052878	NCU08775T0	NCU08775
3904_gene	3904	560817	562427	.	-	0	3904	3904_gene	-2.17677115556494	0.0001716722032303	0.0019581242253668	NCU05700T0	NCU05700
3912_gene	3912	590194	591272	.	-	2	3912	3912_gene	-1.12624795501098	7.17810057709776e-05	0.0009354160323294	NCU10387T0	NCU10387
4951_gene	4951	4488437	4488473	.	+	0	4951	4951_gene	-1.2304424497489	4.07437336033655e-06	8.30464976444139e-05	NCU07529T0	NCU07529
3794_gene	3794	94090	94960	.	+	0	3794	3794_gene	-1.18783765356974	9.00903310668567e-06	0.000163619240992	NCU09505T0	NCU09505
4731_gene	4731	3748578	3748591	.	+	0	4731	4731_gene	-1.13511634276235	2.20278188602839e-08	8.85741167712738e-07	NCU00406T0	NCU00406
4934_gene	4934	4425072	4425245	.	-	0	4934	4934_gene	-2.63802205637564	0.0001264309686992	0.0015121963316413	NCU07544T1	NCU07544
4449_gene	4449	2808562	2808811	.	-	1	4449	4449_gene	-3.4217739844652	8.90061131903572e-05	0.0011176053143489	NCU00154T1	NCU00154
3842_gene	3842	276878	277105	.	+	0	3842	3842_gene	-2.35515635856593	1.20321918301719e-14	1.42920310773559e-12	NCU09182T0	NCU09182
3797_gene	3797	104232	106181	.	-	0	3797	3797_gene	-1.19032715540725	1.28412629574367e-08	5.53991947064405e-07	NCU09502T0	NCU09502
4312_gene	4312	2367473	2367516	.	+	0	4312	4312_gene	-1.00738505740216	0.0002182062921283	0.0023758176225374	NCU11012T0	NCU11012
3844_gene	3844	281000	281383	.	+	0	3844	3844_gene	-5.29481696820397	4.98597548645718e-52	8.58751177950808e-49	NCU09184T0	NCU09184
4869_gene	4869	4171614	4171616	.	+	0	4869	4869_gene	-2.35310399536429	0.0041921729799696	0.0263675688222804	NCU08997T0	NCU08997
3785_gene	3785	56668	56745	.	-	0	3785	3785_gene	-1.11614055105508	7.41708147759357e-06	0.0001393602181626	NCU09512T0	NCU09512
4922_gene	4922	4371999	4377651	.	-	1	4922	4922_gene	-1.15446036159799	1.71428715279762e-05	0.0002807518769732	NCU07556T1	NCU07556
4329_gene	4329	2453751	2454570	.	-	1	4329	4329_gene	-1.12893360355315	2.05064435100518e-05	0.0003290583652684	NCU10763T0	NCU10763
4609_gene	4609	3358984	3359174	.	+	0	4609	4609_gene	-1.13277500418465	9.63880635542115e-07	2.37726551018907e-05	NCU00299T0	NCU00299
5169_gene	5169	5270066	5270488	.	-	0	5169	5169_gene	-2.88714752077774	3.241069452096e-12	2.61665716546563e-10	NCU11292T1	NCU11292
4420_gene	4420	2731257	2732643	.	-	1	4420	4420_gene	-1.98597497010646	3.81737851890561e-07	1.06619056013797e-05	NCU00130T1	NCU00130
5004_gene	5004	4686741	4687289	.	+	0	5004	5004_gene	-2.40602939045739	5.54332944993891e-13	5.0175132480239695e-11	NCU08224T0	NCU08224
4182_gene	4182	1904756	1904995	.	-	0	4182	4182_gene	-1.20039575500104	3.31295515545971e-08	1.28707062317747e-06	NCU06205T0	NCU06205
4489_gene	4489	2950180	2950698	.	+	0	4489	4489_gene	-1.62571800981217	1.27511779049381e-13	1.2549587854250499e-11	NCU00194T1	NCU00194
4498_gene	4498	2984506	2986794	.	+	0	4498	4498_gene	-1.08383192230988	0.0006133305779933	0.0055403480707896	NCU00200T1	NCU00200
4779_gene	4779	3902931	3903155	.	-	0	4779	4779_gene	-1.51866058440459	0.0004457028824376	0.0042529026658451	NCU00449T0	NCU00449
3972_gene	3972	1073692	1073912	.	+	0	3972	3972_gene	-1.14821997530955	0.0007151214489552	0.0062263541059006	NCU07845T0	NCU07845
4854_gene	4854	4139775	4140281	.	+	0	4854	4854_gene	-1.61381371618707	0.0054356821161719	0.0323015175322144	NCU08987T0	NCU08987
4085_gene	4085	1472936	1474427	.	+	0	4085	4085_gene	-1.0331137730527	0.0013054176764118	0.0103091595136357	NCU06457T0	NCU06457
4225_gene	4225	2025256	2026566	.	+	0	4225	4225_gene	-1.11132193284216	3.69731009830519e-05	0.0005321448823939	NCU06243T0	NCU06243
3853_gene	3853	334881	338042	.	-	0	3853	3853_gene	-1.00750810309173	0.0017795390599313	0.0132205295796769	NCU10002T0	NCU10002
3905_gene	3905	569446	569633	.	+	0	3905	3905_gene	-1.57569263987637	4.09850086903276e-06	8.337383460745e-05	NCU05703T0	NCU05703
4545_gene	4545	3139382	3139450	.	+	0	4545	4545_gene	-2.70880109795242	1.4150842404079902e-09	7.42308656871885e-08	NCU00240T0	NCU00240
3993_gene	3993	1144411	1144472	.	+	0	3993	3993_gene	-1.06736239631741	0.0007982800703589	0.0068233467717859	NCU07863T0	NCU07863
4974_gene	4974	4577529	4577626	.	-	2	4974	4974_gene	-2.62765131217507	6.1408575838761e-09	2.83301885141855e-07	NCU07510T0	NCU07510
4195_gene	4195	1933109	1934220	.	-	2	4195	4195_gene	-1.0943679854249	0.00253139879756	0.0176762605599318	NCU06216T0	NCU06216
5147_gene	5147	5200023	5200282	.	-	2	5147	5147_gene	-2.29494007477908	2.50091507881755e-18	5.16889128490012e-16	NCU08771T0	NCU08771
4495_gene	4495	2975483	2975490	.	+	0	4495	4495_gene	-1.07139872826801	0.0001829096407536	0.0020635242658828	NCU00198T0	NCU00198
3809_gene	3809	172009	172861	.	+	0	3809	3809_gene	-1.57031171157511	1.0672045465543601e-20	2.68987604490067e-18	NCU09152T0	NCU09152
4975_gene	4975	4598536	4598820	.	+	0	4975	4975_gene	-2.43618721290632	1.26625972894183e-17	2.3367014355151506e-15	NCU08189T0	NCU08189
4144_gene	4144	1756122	1756454	.	+	0	4144	4144_gene	-1.4218400948855	0.0030031332528985	0.0201095560172835	NCU16641T0	NCU16641
4488_gene	4488	2950180	2950698	.	+	0	4488	4488_gene	-1.64016640231695	1.8610054150316305e-14	2.18541249533373e-12	NCU00194T0	NCU00194
4178_gene	4178	1880965	1881052	.	-	1	4178	4178_gene	-1.12206909682985	0.0001818919324077	0.0020542854967226	NCU06201T0	NCU06201
3843_gene	3843	277684	278951	.	-	2	3843	3843_gene	-4.21320200232628	2.7751920578646797e-36	2.8678834725973598e-33	NCU09183T0	NCU09183
5170_gene	5170	5270066	5270488	.	-	0	5170	5170_gene	-1.46483163521431	0.0001650163418034	0.0018968619312533	NCU11292T0	NCU11292
5196_gene	5196	73571	75202	.	+	0	5196	5196_gene	-2.65729334515593	6.93260644275177e-18	1.3266954625814202e-15	NCU09652T0	NCU09652
5906_gene	5906	2827716	2827800	.	+	0	5906	5906_gene	-1.1550597142685	2.65430844315607e-05	0.0004075724138421	NCU06346T0	NCU06346
5408_gene	5408	840906	841285	.	-	2	5408	5408_gene	-1.00516362833749	0.0038919997451966	0.0247659638958513	NCU04949T0	NCU04949
5693_gene	5693	2088284	2088413	.	+	0	5693	5693_gene	-1.00057523387822	2.89656365415138e-06	6.21018439875527e-05	NCU07721T0	NCU07721
5824_gene	5824	2554760	2554919	.	-	1	5824	5824_gene	-1.31528175150551	0.001240390849673	0.0099212066877099	NCU08282T0	NCU08282
6116_gene	6116	3485050	3485916	.	+	0	6116	6116_gene	-1.48984835305505	9.00004547905168e-07	2.24653309131691e-05	NCU04401T0	NCU04401
5829_gene	5829	2569295	2569592	.	-	1	5829	5829_gene	-1.1735954802075	8.88955957253971e-05	0.0011175755306888	NCU16791T0	NCU16791
5870_gene	5870	2714441	2714605	.	+	0	5870	5870_gene	-1.48110357182817	1.05453370631407e-06	2.53431426070922e-05	NCU06380T0	NCU06380
5492_gene	5492	1339602	1339767	.	+	0	5492	5492_gene	-2.22242124542878	7.58487918879678e-05	0.0009797767692128	NCU07923T0	NCU07923
5181_gene	5181	32274	32608	.	+	0	5181	5181_gene	-33.3972546445613	3.73706072767506e-15	4.95112635381975e-13	NCU10572T0	NCU10572
5654_gene	5654	1934660	1934809	.	-	0	5654	5654_gene	-1.56328803927185	1.91513394216558e-07	5.85532371548494e-06	NCU09748T0	NCU09748
6665_gene	6665	5551102	5551172	.	+	0	6665	6665_gene	-1.92479892585016	1.89135907784468e-11	1.38619182343595e-09	NCU05264T0	NCU05264
5702_gene	5702	2110102	2110677	.	-	0	5702	5702_gene	-1.07346765705173	0.0002904199909181	0.0030132531989436	NCU07713T1	NCU07713
5975_gene	5975	3087200	3087233	.	+	0	5975	5975_gene	-1.68634739002271	2.33569689326664e-14	2.68189907722416e-12	NCU04526T0	NCU04526
6173_gene	6173	3667233	3671339	.	-	0	6173	6173_gene	-2.16342370710236	8.752612356498701e-20	2.10347665330367e-17	NCU11050T0	NCU11050
6320_gene	6320	4198677	4199265	.	+	0	6320	6320_gene	-1.70550692393774	0.0085380791972151	0.0461467104728146	NCU08658T0	NCU08658
6152_gene	6152	3605977	3605982	.	+	0	6152	6152_gene	-1.43058303990981	1.90908237347664e-10	1.14037325130102e-08	NCU04370T0	NCU04370
5356_gene	5356	694379	694546	.	+	0	5356	5356_gene	-2.03785075167427	3.23697442832215e-17	5.57514895704685e-15	NCU04907T0	NCU04907
5389_gene	5389	786336	786909	.	-	1	5389	5389_gene	-2.09794592389779	1.69879730893536e-24	6.752065919437689e-22	NCU04933T0	NCU04933
5990_gene	5990	3128538	3135119	.	-	0	5990	5990_gene	-1.05622146736918	0.0003873674382097	0.0037907718811167	NCU04512T0	NCU04512
5931_gene	5931	2910217	2910621	.	+	0	5931	5931_gene	-1.14073555644618	0.0060838432815111	0.0355602016239455	NCU06325T0	NCU06325
6181_gene	6181	3699361	3699512	.	+	0	6181	6181_gene	-1.41211814164733	0.0001411724656523	0.0016540547166113	NCU04347T1	NCU04347
5583_gene	5583	1641449	1641579	.	+	0	5583	5583_gene	-1.44825297393986	0.0001248403003302	0.0014983735930467	NCU06565T0	NCU06565
5238_gene	5238	216484	216839	.	+	0	5238	5238_gene	-2.08565424224582	1.86818701582808e-05	0.0003040290491585	NCU11362T0	NCU11362
6180_gene	6180	3698228	3698654	.	+	0	6180	6180_gene	-1.25463476383253	3.86147345223943e-05	0.0005519289993837	NCU04347T0	NCU04347
5361_gene	5361	705046	705177	.	+	0	5361	5361_gene	-1.25170101326553	2.36402176753118e-07	7.06063611146452e-06	NCU04910T0	NCU04910
6673_gene	6673	5577087	5578248	.	-	1	6673	6673_gene	-1.13007967628682	4.8252366754228e-08	1.74852142871611e-06	NCU05257T0	NCU05257
5867_gene	5867	2699019	2699969	.	-	0	5867	5867_gene	-2.3068925701708	0.0002122195082254	0.0023256377497368	NCU16793T1	NCU16793
6715_gene	6715	5709547	5709615	.	+	0	6715	6715_gene	-6.08061815144843	0.0015824264554335	0.012051405977073	NCU05219T0	NCU05219
5509_gene	5509	1393146	1393922	.	+	0	5509	5509_gene	-1.0200891742287	0.0070307383137125	0.0398113149226878	NCU07906T0	NCU07906
6766_gene	6766	5868124	5868158	.	+	0	6766	6766_gene	-2.06229031146826	1.52671153472235e-08	6.43960693870236e-07	NCU05176T0	NCU05176
5194_gene	5194	70527	71006	.	-	0	5194	5194_gene	-1.96345623828247	0.0072964083468754	0.0408014523033611	NCU16719T0	NCU16719
5388_gene	5388	784412	784499	.	+	0	5388	5388_gene	-1.38159554494512	1.8476589866296797e-09	9.54685398391556e-08	NCU04932T1	NCU04932
5556_gene	5556	1570438	1571179	.	-	1	5556	5556_gene	-3.35397088813234	0.0001778535964436	0.0020197132589549	NCU06538T2	NCU06538
6317_gene	6317	4190897	4191643	.	-	0	6317	6317_gene	-1.00630278474798	3.47123126317072e-05	0.000505947868457	NCU08660T0	NCU08660
5958_gene	5958	2988506	2989012	.	+	0	5958	5958_gene	-1.0594496595828	0.0002527490309851	0.0026788804986675	NCU06301T0	NCU06301
5293_gene	5293	422259	422397	.	+	0	5293	5293_gene	-1.41102103266495	9.69216992340987e-12	7.40396622219928e-10	NCU07657T0	NCU07657
5387_gene	5387	784412	784499	.	+	0	5387	5387_gene	-1.42275377400044	6.775775098719039e-11	4.4885166583437505e-09	NCU04932T0	NCU04932
6484_gene	6484	4814372	4815662	.	-	1	6484	6484_gene	-1.12781948983894	4.38401757054487e-05	0.0006147142140299	NCU06993T0	NCU06993
5739_gene	5739	2248747	2248944	.	-	0	5739	5739_gene	-1.32171250651145	2.93299493821982e-07	8.49007554385535e-06	NCU07683T0	NCU07683
5854_gene	5854	2653161	2653163	.	+	0	5854	5854_gene	-1.24142894123862	3.80381801523179e-05	0.0005451963296727	NCU10897T0	NCU10897
6578_gene	6578	5161106	5161414	.	+	0	6578	6578_gene	-1.08756880506571	4.44783330550715e-05	0.0006228172002589	NCU08810T0	NCU08810
6788_gene	6788	5941455	5942462	.	+	0	6788	6788_gene	-2.12734957867785	3.49876695174646e-08	1.33417925016044e-06	NCU10039T0	NCU10039
5352_gene	5352	684990	685136	.	+	0	5352	5352_gene	-1.1329342126375	6.44747089699162e-07	1.69969806758958e-05	NCU04904T0	NCU04904
6675_gene	6675	5586040	5586986	.	+	0	6675	6675_gene	-2.01033267833207	0.0001258439889009	0.001508667959747	NCU05255T0	NCU05255
6362_gene	6362	4378526	4380114	.	-	2	6362	6362_gene	-1.05493660751436	4.32957774600781e-06	8.77291302494993e-05	NCU07319T0	NCU07319
6117_gene	6117	3486723	3488507	.	-	0	6117	6117_gene	-1.24376641546164	0.0004537776707842	0.0042982020622222	NCU04400T0	NCU04400
5182_gene	5182	32274	32608	.	+	0	5182	5182_gene	-1.56414280713249	1.15834392303685e-08	5.07217207655202e-07	NCU10572T1	NCU10572
5979_gene	5979	3098759	3098849	.	+	0	5979	5979_gene	-3.0111930983359	2.03144740927516e-36	2.3325530586055e-33	NCU04522T0	NCU04522
6356_gene	6356	4365191	4365319	.	-	0	6356	6356_gene	-1.48022670675796	0.0005459069244725	0.005010126249999	NCU07325T0	NCU07325
6774_gene	6774	5898160	5898257	.	-	2	6774	6774_gene	-1.46498359911045	3.8174037860562e-07	1.06619056013797e-05	NCU16902T0	NCU16902
6777_gene	6777	5903674	5904236	.	+	0	6777	6777_gene	-2.93586012582442	1.30378923059577e-17	2.36374700157486e-15	NCU05165T0	NCU05165
6118_gene	6118	3489090	3489140	.	+	0	6118	6118_gene	-1.98015340661172	5.352725551274929e-11	3.6153637808415104e-09	NCU10107T0	NCU10107
5422_gene	5422	1088651	1089209	.	+	0	5422	5422_gene	-1.01491677617594	0.000551244527911	0.0050460490800046	NCU04983T0	NCU04983
5701_gene	5701	2110102	2110677	.	-	0	5701	5701_gene	-1.06372152017381	0.000293255178315	0.0030274715411667	NCU07713T0	NCU07713
6474_gene	6474	4773026	4777774	.	-	0	6474	6474_gene	-1.37478928353464	4.86231599413459e-06	9.71898906835335e-05	NCU06984T0	NCU06984
6055_gene	6055	3296039	3297943	.	-	0	6055	6055_gene	-1.27132662206745	0.0035879383170727	0.023217128721747	NCU04456T0	NCU04456
5928_gene	5928	2899154	2899847	.	-	1	5928	5928_gene	-1.6764290979024	0.0042705858665919	0.0268118070141926	NCU06328T0	NCU06328
5861_gene	5861	2685348	2686796	.	+	0	5861	5861_gene	-1.06724006293448	2.1737655510401e-09	1.09578991241212e-07	NCU06387T0	NCU06387
5871_gene	5871	2739165	2740988	.	+	0	5871	5871_gene	-1.53355885306824	1.34193380551616e-05	0.0002288373588482	NCU06376T0	NCU06376
5521_gene	5521	1426686	1428089	.	+	0	5521	5521_gene	-1.18308822531733	0.0027557270145775	0.0189346296334075	NCU07895T0	NCU07895
5978_gene	5978	3094594	3097230	.	-	0	5978	5978_gene	-1.2096710979967	2.22407446990131e-05	0.0003527003318091	NCU04523T0	NCU04523
5411_gene	5411	844366	844686	.	-	0	5411	5411_gene	-1.31926931886194	3.97702129206768e-05	0.0005622235024928	NCU04951T0	NCU04951
5748_gene	5748	2264921	2264947	.	+	0	5748	5748_gene	-1.21367526634225	4.6349599754055e-05	0.0006450627062183	NCU07679T0	NCU07679
6650_gene	6650	5498184	5498270	.	-	0	6650	6650_gene	-1.08107163474881	2.51095719459587e-06	5.42850034496939e-05	NCU05275T0	NCU05275
5228_gene	5228	192382	192517	.	+	0	5228	5228_gene	-1.39677342233246	3.12566209251187e-05	0.0004634231286085	NCU11365T0	NCU11365
6044_gene	6044	3262879	3263104	.	+	0	6044	6044_gene	-1.09600742709527	1.53515629811574e-05	0.0002579561818654	NCU04466T0	NCU04466
6573_gene	6573	5145136	5145595	.	+	0	6573	6573_gene	-1.0672952516045	0.0002685871616975	0.0028168384840528	NCU08816T0	NCU08816
5926_gene	5926	2891221	2892339	.	+	0	5926	5926_gene	-1.06554826623446	0.0001653771063484	0.0018988966855611	NCU06330T0	NCU06330
5198_gene	5198	77835	77954	.	+	0	5198	5198_gene	-1.46158012666816	4.93317744146721e-05	0.00067701800372	NCU09654T0	NCU09654
6762_gene	6762	5844408	5844740	.	+	0	6762	6762_gene	-23.4988772056656	2.94954249828643e-08	1.15021027084121e-06	NCU05180T0	NCU05180
5401_gene	5401	821200	821202	.	+	0	5401	5401_gene	-1.39685215940846	2.15297231358965e-05	0.0003433459242073	NCU04943T0	NCU04943
6043_gene	6043	3260930	3260935	.	+	0	6043	6043_gene	-1.24613565325232	7.96513658807856e-05	0.0010187094245198	NCU04467T0	NCU04467
8309_gene	8309	5587489	5587744	.	-	1	8309	8309_gene	-1.327708106725	5.90288931926853e-05	0.0007911862286033	NCU04314T0	NCU04314
7569_gene	7569	3049784	3049914	.	-	2	7569	7569_gene	-1.85289028417918	0.0001781479982382	0.0020208357999934	NCU16980T0	NCU16980
7132_gene	7132	1608495	1609247	.	-	0	7132	7132_gene	-1.75227431426802	1.29631609724863e-07	4.18629079655231e-06	NCU04583T0	NCU04583
8388_gene	8388	5868146	5868518	.	-	1	8388	8388_gene	-1.43352463198271	0.0010649669711866	0.0087205774011432	NCU08969T0	NCU08969
7475_gene	7475	2781949	2782302	.	-	0	7475	7475_gene	-1.35269390895933	0.0009751887206214	0.0080556356825759	NCU01056T0	NCU01056
8094_gene	8094	4851234	4851560	.	+	0	8094	8094_gene	-1.52373729391667	0.0050516471368993	0.0304217491332853	NCU04105T1	NCU04105
6804_gene	6804	47225	50446	.	+	0	6804	6804_gene	-1.02772936738697	1.23370947021014e-07	3.99659989503185e-06	NCU08875T2	NCU08875
7722_gene	7722	3561666	3561715	.	+	0	7722	7722_gene	-1.30694117900326	0.0001054991211048	0.001293951341891	NCU01296T1	NCU01296
7491_gene	7491	2827410	2828009	.	+	0	7491	7491_gene	-1.007694791056	0.000662870301083	0.0058849670888245	NCU01070T0	NCU01070
6941_gene	6941	578124	578508	.	-	1	6941	6941_gene	-1.13346243783051	3.85193502232571e-07	1.07293521619175e-05	NCU09839T0	NCU09839
7951_gene	7951	4345937	4346127	.	-	2	7951	7951_gene	-1.28965416350677	0.0007408667460132	0.0064014355796834	NCU06707T1	NCU06707
7635_gene	7635	3262861	3262992	.	+	0	7635	7635_gene	-1.76951764629106	6.16424856710753e-10	3.44331592932374e-08	NCU01213T0	NCU01213
7539_gene	7539	2958167	2958736	.	-	0	7539	7539_gene	-1.02046220340702	2.21031063033986e-05	0.0003514053854451	NCU01118T0	NCU01118
8368_gene	8368	5805675	5805746	.	-	0	8368	8368_gene	-1.03174501706319	0.0004517280842619	0.004286646485549	NCU08954T0	NCU08954
7619_gene	7619	3220897	3221221	.	+	0	7619	7619_gene	-1.51961647275494	6.36158644104745e-06	0.0001217419153366	NCU01200T1	NCU01200
7883_gene	7883	4135176	4136754	.	-	1	7883	7883_gene	-1.08990434571917	1.59339083167697e-06	3.68369146634224e-05	NCU06654T0	NCU06654
7283_gene	7283	2216270	2217156	.	+	0	7283	7283_gene	-1.56288683418739	1.05117674661077e-09	5.62842512926204e-08	NCU03725T1	NCU03725
8451_gene	8451	6166336	6168117	.	-	0	8451	8451_gene	-2.48210178713441	5.53489998308837e-07	1.47416640271225e-05	NCU07231T0	NCU07231
7347_gene	7347	2375855	2376091	.	+	0	7347	7347_gene	-1.2819726480328	1.70138421407013e-05	0.0002790810233047	NCU03776T0	NCU03776
7361_gene	7361	2416638	2417198	.	-	0	7361	7361_gene	-2.53931317050238	1.42382612778406e-13	1.3880961513698598e-11	NCU03788T0	NCU03788
7362_gene	7362	2420307	2420453	.	+	0	7362	7362_gene	-2.5850964514371	1.2706476506696299e-12	1.10343469092605e-10	NCU03789T0	NCU03789
7758_gene	7758	3672779	3672895	.	-	0	7758	7758_gene	-1.08260178210578	0.0051126032605738	0.0306815575463241	NCU01328T0	NCU01328
8027_gene	8027	4643717	4643947	.	+	0	8027	8027_gene	-1.44063084857833	0.0032210269947117	0.021269068986167	NCU01466T0	NCU01466
7949_gene	7949	4345937	4346127	.	-	2	7949	7949_gene	-1.29461254317434	0.0007458052171334	0.0064387227350517	NCU06707T2	NCU06707
8447_gene	8447	6155334	6155544	.	+	0	8447	8447_gene	-1.40099424943439	3.63392746860319e-07	1.02884949206973e-05	NCU07235T0	NCU07235
8061_gene	8061	4731245	4731344	.	-	1	8061	8061_gene	-1.80862563870069	1.85170464744034e-13	1.7718070209859698e-11	NCU01441T0	NCU01441
8119_gene	8119	4935106	4935190	.	+	0	8119	8119_gene	-1.41840387773386	2.04781581696919e-06	4.53150506478791e-05	NCU04127T0	NCU04127
8243_gene	8243	5372761	5377701	.	+	0	8243	8243_gene	-1.20100601266603	2.78966213185211e-05	0.0004234015295815	NCU04254T0	NCU04254
7346_gene	7346	2374464	2374468	.	+	0	7346	7346_gene	-1.84898273800782	1.56355369212526e-06	3.64735075720597e-05	NCU03775T0	NCU03775
8446_gene	8446	6152168	6152369	.	+	0	8446	8446_gene	-2.28856530550804	5.58364644399804e-13	5.0175132480239695e-11	NCU17044T0	NCU17044
7950_gene	7950	4345937	4346127	.	-	2	7950	7950_gene	-1.28552227563772	0.0008246811244209	0.0070142014319058	NCU06707T3	NCU06707
8336_gene	8336	5736102	5737215	.	-	1	8336	8336_gene	-1.86842583109465	7.736161875849759e-11	5.00837938058544e-09	NCU11102T0	NCU11102
7226_gene	7226	1992793	1995027	.	+	0	7226	7226_gene	-1.18945024677048	0.0025756478723878	0.0179445160089006	NCU03657T0	NCU03657
7748_gene	7748	3650380	3650633	.	-	2	7748	7748_gene	-1.02770759847297	5.07040983069091e-05	0.0006930901480206	NCU01320T2	NCU01320
6998_gene	6998	825671	826711	.	+	0	6998	6998_gene	-2.0477908158792	6.82908679589859e-15	8.30256269986071e-13	NCU09689T0	NCU09689
7813_gene	7813	3822995	3823687	.	-	0	7813	7813_gene	-1.29100030797144	2.9818692018212e-07	8.58626791848799e-06	NCU01379T0	NCU01379
6883_gene	6883	353102	353738	.	-	1	6883	6883_gene	-1.32038895733153	3.20540362717214e-05	0.0004732091583313	NCU07773T0	NCU07773
6803_gene	6803	47225	50446	.	+	0	6803	6803_gene	-1.03147328423141	2.55724018288804e-07	7.52892309115814e-06	NCU08875T1	NCU08875
8285_gene	8285	5510750	5511109	.	-	0	8285	8285_gene	-1.10149385351275	0.0014195092371479	0.0110544148128764	NCU04289T0	NCU04289
7479_gene	7479	2790688	2792520	.	-	0	7479	7479_gene	-1.34680903714885	2.67522124082583e-05	0.00041017412912	NCU01059T0	NCU01059
7975_gene	7975	4421753	4421983	.	+	0	7975	7975_gene	-1.28629665256887	0.0004774448128921	0.004485376996752	NCU06730T0	NCU06730
7978_gene	7978	4435473	4440995	.	+	0	7978	7978_gene	-2.50524564514763	0.0006755077988434	0.0059715120558151	NCU06733T1	NCU06733
7624_gene	7624	3226566	3226728	.	-	1	7624	7624_gene	-1.56201235435756	2.39051315567924e-09	1.19340883820238e-07	NCU01204T0	NCU01204
8067_gene	8067	4755984	4755999	.	+	0	8067	8067_gene	-2.10214638687469	0.000789685156089	0.0067666719759736	NCU10144T0	NCU10144
7420_gene	7420	2625918	2626132	.	+	0	7420	7420_gene	-1.02780296222588	2.88819202870855e-05	0.0004325590786184	NCU11279T0	NCU11279
7625_gene	7625	3226566	3226728	.	-	1	7625	7625_gene	-1.17920802397565	0.0010817187487046	0.0088297642568039	NCU01204T1	NCU01204
8490_gene	8490	6293649	6294118	.	-	2	8490	8490_gene	-1.80678142334047	5.97714759265476e-05	0.0007959773611146	NCU07190T0	NCU07190
6996_gene	6996	823347	823540	.	-	2	6996	6996_gene	-1.28434386647914	1.0425455338159e-06	2.51721157627419e-05	NCU09690T0	NCU09690
7757_gene	7757	3670195	3671949	.	-	0	7757	7757_gene	-1.39651689735145	0.0049303754667719	0.0298654748379962	NCU01327T0	NCU01327
6802_gene	6802	47225	50446	.	+	0	6802	6802_gene	-1.03585307463264	6.82448941725249e-07	1.78091600095675e-05	NCU08875T0	NCU08875
8028_gene	8028	4647882	4651900	.	-	2	8028	8028_gene	-1.33648682364918	0.000211453301055	0.0023197010754811	NCU01465T0	NCU01465
7948_gene	7948	4345937	4346127	.	-	2	7948	7948_gene	-1.30033224908533	0.0008505104067781	0.0071689841302162	NCU06707T0	NCU06707
7026_gene	7026	1229531	1232076	.	-	2	7026	7026_gene	-1.22863081451107	4.8080230867849704e-14	5.17563651862874e-12	NCU04674T0	NCU04674
7988_gene	7988	4503271	4506009	.	-	0	7988	7988_gene	-2.17249629203758	7.856128451264269e-22	2.53703848173015e-19	NCU09536T0	NCU09536
